"","guid","name","title","description","access_type","created_time","last_deployed_time","bundle_id","app_mode","content_category","parameterized","r_version","run_as_current_user","owner_guid","content_url","dashboard_url","app_role","id","connection_timeout","read_timeout","init_timeout","idle_timeout","max_processes","min_processes","max_conns_per_process","load_factor","py_version","server","package","version","built","endpoints"
"11","7c13bfb0-d45d-4e1e-8ac8-a78762b42793","bawag_light_performance_rsc","Bawag Light Performance RSC","The apiBawagLightRsc package predicts the likelihood of default for a Bawag Light product application using a variety of different application level data.","acl","2020-03-24T14:21:23Z","2020-03-24T15:44:59Z","1306","api","api",FALSE,"3.6.0",FALSE,"71a7e27c-26f5-47ae-9483-3ee4bf57a299","https://r-studio-connect-staging.spotcap.com/content/7c13bfb0-d45d-4e1e-8ac8-a78762b42793/","https://r-studio-connect-staging.spotcap.com/connect/#/apps/7c13bfb0-d45d-4e1e-8ac8-a78762b42793","owner","225",NA,NA,NA,NA,NA,NA,NA,NA,NA,"staging","apiBawagLightRsc","2020.03.23-03","R 3.6.1; ; 2020-03-24 15:44:12 UTC; unix"," 
 #* Check API readiness 
 #* @get /healthcheck 
 function(res) { 
 -- 
 #* Make a prediction 
 #* @post /predict 
 #* @serializer unboxedJSON 
 function(req, res) {"
"12","9bf4c2de-43a1-4c44-9969-f036a2d814b5","cembra_zek_prediction","CEMBRA ZEK Prediction","The apiCembraZEKPrediction package predicts the likelihood of default for an application based on data from ZEK and converts it to a score.","acl","2019-07-31T08:33:33Z","2019-11-25T11:41:10Z","1286","api","api",FALSE,"3.6.0",FALSE,"24c836d6-a199-4682-843b-bf70821528cb","https://r-studio-connect-staging.spotcap.com/content/9bf4c2de-43a1-4c44-9969-f036a2d814b5/","https://r-studio-connect-staging.spotcap.com/connect/#/apps/9bf4c2de-43a1-4c44-9969-f036a2d814b5","owner","213",3600,3600,60,5,4,0,20,0.5,NA,"staging","apiCembraZEKPrediction","2019.07.29-6","R 3.6.1; ; 2019-11-25 11:40:25 UTC; unix"," 
 #* Check API readiness 
 #* @get /healthcheck 
 function(res) { 
 -- 
 #* Make a prediction 
 #* @post /predict_zek 
 #* @serializer unboxedJSON 
 function(req, res) {"
"13","97e38c5f-2e19-4096-8f2f-d5bde6f0f2f0","test-plot","Test-Plot","Test API","acl","2019-11-12T09:57:15Z","2019-11-12T15:36:56Z","1279","api","api",FALSE,"3.6.0",FALSE,"71a7e27c-26f5-47ae-9483-3ee4bf57a299","https://r-studio-connect-staging.spotcap.com/content/97e38c5f-2e19-4096-8f2f-d5bde6f0f2f0/","https://r-studio-connect-staging.spotcap.com/connect/#/apps/97e38c5f-2e19-4096-8f2f-d5bde6f0f2f0","owner","224",NA,NA,NA,NA,NA,NA,NA,NA,NA,"staging","no package","No info","No info"," 
 #* Check API readiness 
 #* @get /healthcheck 
 function(res) { 
 -- 
 #* Get your plot 
 #* @post /plot 
 #* @serializer unboxedJSON 
 function(req, res) { 
 -- 
     # https://stackoverflow.com/questions/50244709/how-to-store-r-ggplot-graph-as-html-code-snippet/50244825 
      
     ### PLOT FUNCTION ###   
     plot_to_base64 <- function(my_plot) {"
"14","b120d06d-9d16-4e31-a88a-f1d5e1913cc9","bawag_edb_stats","Bawag EDB Stats","The apiBankEdbStatsBawag package calculates time-series variables based on EDB input that are used in the main scoring model.","acl","2019-09-06T10:39:25Z","2019-09-06T12:44:49Z","1222","api","api",FALSE,"3.6.0",FALSE,"24c836d6-a199-4682-843b-bf70821528cb","https://r-studio-connect-staging.spotcap.com/content/b120d06d-9d16-4e31-a88a-f1d5e1913cc9/","https://r-studio-connect-staging.spotcap.com/connect/#/apps/b120d06d-9d16-4e31-a88a-f1d5e1913cc9","owner","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,"staging","apiBankEdbStatsBawag","2019.08.06","R 3.6.0; ; 2019-09-06 12:32:36 UTC; unix"," 
 #* Check API readiness 
 #* @get /healthcheck 
 function(res) { 
 -- 
 #* Calculate EDB variables from request 
 #* @post /calculate 
 #* @serializer unboxedJSON 
 function(req, res) { 
 -- 
 #* @param user_id A user_id to get the EDBs for 
 #* @get /calculate_self 
 #* @serializer unboxedJSON 
 function(req, res, user_id) { 
 -- 
 #* Calculate CLA space 
 #* @post /calculate_cl 
 #* @serializer unboxedJSON 
 function(req, res) {"
"15","1469b0e1-d309-435a-bfd8-ae326c1a3850","spotcap_approval_probability","Spotcap Approval Probability","Test API","acl","2019-05-22T12:32:03Z","2019-08-14T08:19:53Z","1215","api","api",FALSE,"3.6.0",FALSE,"4e5f75c7-8ca5-485e-9c59-1047d1d3dee4","https://r-studio-connect-staging.spotcap.com/content/1469b0e1-d309-435a-bfd8-ae326c1a3850/","https://r-studio-connect-staging.spotcap.com/connect/#/apps/1469b0e1-d309-435a-bfd8-ae326c1a3850","owner","180",3600,3600,60,5,2,0,5,0.3,"3.6.8","staging","no package","No info","No info"," 
 #* Check API readiness 
 #* @get /healthcheck 
 function(req, res) { 
 -- 
 #* @get /predict 
 #* @param user_id 
 #* @serializer unboxedJSON 
 function(req, res, user_id) { 
 -- 
     # Retrieving the prediction 
     api_parsed_content <- tryCatch( 
       content(api_response, encoding = ""UTF-8""), 
       error = function(x) NA) 
      
     api_parsed_header <- tryCatch( 
       headers(api_response), 
       error = function(x) NA) 
 -- 
 #* @param user_id Select a user_id 
 #* @get /predict_check 
 #* @serializer unboxedJSON 
 function(req, res, user_id) {"
"16","1a0deeca-5efa-447e-84e5-8ea40ee42f76","spotcap_standard_performance_new","Spotcap Standard Performance","The apiStandardPerformance package predicts the likelihood of default for a Standard product application using a variety of different application level data.","acl","2019-07-25T08:53:47Z","2019-08-13T14:04:46Z","1214","api","api",FALSE,"3.6.0",FALSE,"24c836d6-a199-4682-843b-bf70821528cb","https://r-studio-connect-staging.spotcap.com/content/1a0deeca-5efa-447e-84e5-8ea40ee42f76/","https://r-studio-connect-staging.spotcap.com/connect/#/apps/1a0deeca-5efa-447e-84e5-8ea40ee42f76","owner","210",3600,3600,60,5,2,1,5,0.3,NA,"staging","apiStandardPerformance","2018.12.18-2","R 3.6.0; ; 2019-08-13 14:02:07 UTC; unix"," 
 #* Check API readiness 
 #* @get /healthcheck 
 function(res) { 
 -- 
 #* Make a prediction 
 #* @post /predict 
 #* @serializer unboxedJSON 
 function(req, res, user_id) { 
 -- 
 #* Make a prediction with application_id 
 #* @post /predict_app 
 #* @serializer unboxedJSON 
 function(req, res, application_id) {"
"17","56c729d7-23f6-4f72-9a59-8d2006d72a8f","spotcap_transactions_clustering","Spotcap Transactions Clustering","The apiBankTransactionsClustering package assigns clusters based on the HDBSCAN method using cosine string distance and calculates features on those clusters that are used in the main scoring model.","acl","2019-07-12T10:05:46Z","2019-08-12T12:43:25Z","1209","api","api",FALSE,"3.6.0",FALSE,"24c836d6-a199-4682-843b-bf70821528cb","https://r-studio-connect-staging.spotcap.com/content/56c729d7-23f6-4f72-9a59-8d2006d72a8f/","https://r-studio-connect-staging.spotcap.com/connect/#/apps/56c729d7-23f6-4f72-9a59-8d2006d72a8f","owner","207",3600,3600,60,5,3,1,5,0.1,NA,"staging","apiBankTransactionsClustering","2019.07.11-1","R 3.6.0; ; 2019-08-12 12:41:08 UTC; unix"," 
 #* Check API readiness 
 #* @get /healthcheck 
 function(res) { 
 -- 
 #' Assign clusters and return cluster summary features 
 #' @post /cluster 
 #' @param <calc_features> Should cluster features be also calculated 
 function(req, res, calc_features = TRUE) {"
"18","d4d49f56-ae2f-43fe-9824-f5dd5e64f53c","plumber_logging","Plumber Logging","Test API","acl","2019-08-01T13:24:38Z","2019-08-09T08:13:01Z","1201","api","api",FALSE,"3.6.0",FALSE,"71a7e27c-26f5-47ae-9483-3ee4bf57a299","https://r-studio-connect-staging.spotcap.com/content/d4d49f56-ae2f-43fe-9824-f5dd5e64f53c/","https://r-studio-connect-staging.spotcap.com/connect/#/apps/d4d49f56-ae2f-43fe-9824-f5dd5e64f53c","owner","215",NA,NA,NA,NA,NA,NA,NA,NA,"3.6.8","staging","no package","No info","No info"," 
 #* Check API readiness 
 #* @get /healthcheck 
 function(res) { 
 -- 
    
 } 
  
 getUserMetadata <- function(req) { 
 -- 
 } 
  
 #* @get /hello 
 function(req, res){"
"19","04fd59c9-a5e1-4328-9438-a8e53e9c9602","spotcap_transactions_categorization_redeployed","Spotcap Transactions Categorization","The apiBankTransactionsCategorization package categorizes bank account transactions using a NN model trained at Spotcap.","acl","2019-06-25T08:55:42Z","2019-08-08T10:43:36Z","1196","api","api",FALSE,"3.6.0",FALSE,"4e5f75c7-8ca5-485e-9c59-1047d1d3dee4","https://r-studio-connect-staging.spotcap.com/content/04fd59c9-a5e1-4328-9438-a8e53e9c9602/","https://r-studio-connect-staging.spotcap.com/connect/#/apps/04fd59c9-a5e1-4328-9438-a8e53e9c9602","owner","193",3600,3600,60,5,3,1,5,0.1,"3.6.8","staging","apiBankTransactionsCategorization","2019.06.05","R 3.6.0; ; 2019-07-30 12:10:08 UTC; windows"," 
 #* Check API readiness 
 #* @get /healthcheck 
 function(res) { 
 -- 
 #* @param exclude_intercompany Should intercompany transactions be excluded? 
 #* @post /<country>/predict 
 #* @serializer unboxedJSON 
 function(req, res, country, exclude_intercompany = FALSE) {"
"20","2b574c6f-68b3-46b6-a22e-842feab56283","spotcap_light_expert_scorecard_wrapper","Spotcap Light Expert Scorecard Wrapper","The apiLightExpertScorecardWrapper pacakge scores any Aurum 2.0 client using the old expert scorecard.","acl","2019-07-04T10:12:20Z","2019-08-05T16:11:06Z","1156","api","api",FALSE,"3.6.0",FALSE,"4e5f75c7-8ca5-485e-9c59-1047d1d3dee4","https://r-studio-connect-staging.spotcap.com/content/2b574c6f-68b3-46b6-a22e-842feab56283/","https://r-studio-connect-staging.spotcap.com/connect/#/apps/2b574c6f-68b3-46b6-a22e-842feab56283","owner","199",3600,3600,60,5,2,0,5,0.3,"3.6.8","staging","apiLightExpertScorecardWrapper","2019.06.14-01","R 3.6.0; ; 2019-08-05 16:06:50 UTC; unix"," 
 #* Check API readiness 
 #* @get /healthcheck 
 function(res) { 
 -- 
 #* Make a prediction 
 #* @post /score 
 #* @serializer unboxedJSON 
 function(req, res) {"
"21","20aa3861-1832-4ec8-8969-c74ce39d7607","bawag_light_performance","Bawag Light Performance","The apiBawagLight package predicts the likelihood of default for a Bawag Light product application using a variety of different application level data.","acl","2019-07-17T13:12:03Z","2019-07-22T16:01:32Z","1085","api","api",FALSE,"3.6.0",FALSE,"4e5f75c7-8ca5-485e-9c59-1047d1d3dee4","https://r-studio-connect-staging.spotcap.com/content/20aa3861-1832-4ec8-8969-c74ce39d7607/","https://r-studio-connect-staging.spotcap.com/connect/#/apps/20aa3861-1832-4ec8-8969-c74ce39d7607","owner","209",3600,3600,60,5,2,0,5,0.3,"3.6.8","staging","apiBawagLight","2019.07.17-01","R 3.6.0; ; 2019-07-22 15:57:35 UTC; unix"," 
 #* Check API readiness 
 #* @get /healthcheck 
 function(res) { 
 -- 
 #* Make a prediction 
 #* @post /predict 
 #* @serializer unboxedJSON 
 function(req, res) {"
"22","38cf4dbf-64ae-452f-ad45-7e43c0ade166","06_categorizationstats","Spotcap Transactions Categorization Stats","The apiBankTransactionsCategorizationStats package calculates stas on categorized bank account transactions.","acl","2019-04-15T10:28:12Z","2019-07-18T12:58:58Z","1080","api","api",FALSE,"3.6.0",FALSE,"71a7e27c-26f5-47ae-9483-3ee4bf57a299","https://r-studio-connect-staging.spotcap.com/content/38cf4dbf-64ae-452f-ad45-7e43c0ade166/","https://r-studio-connect-staging.spotcap.com/connect/#/apps/38cf4dbf-64ae-452f-ad45-7e43c0ade166","owner","154",3600,3600,60,5,3,1,5,0.1,NA,"staging","apiBankTransactionsCategorizationStats","2019.07.02","R 3.6.0; ; 2019-07-11 10:04:33 UTC; windows"," 
 #* Check API readiness 
 #* @get /healthcheck 
 function(res) { 
 -- 
 #* Categorization stats 
 #* @post /calculate 
 #* @serializer unboxedJSON 
  function(req, res) {"
"23","b6f2f5fe-5cc7-4146-b7d6-7060ab4130c1","spotcap_standard_performance","Spotcap Standard Performance (Old)","Test API","acl","2019-03-06T10:58:01Z","2019-06-24T11:27:25Z","915","api","api",FALSE,"3.6.0",FALSE,"4e5f75c7-8ca5-485e-9c59-1047d1d3dee4","https://r-studio-connect-staging.spotcap.com/content/b6f2f5fe-5cc7-4146-b7d6-7060ab4130c1/","https://r-studio-connect-staging.spotcap.com/connect/#/apps/b6f2f5fe-5cc7-4146-b7d6-7060ab4130c1","owner","126",3600,3600,60,5,2,0,5,0.3,"3.6.8","staging","no package","No info","No info"," 
 #* Check API readiness 
 #* @get /healthcheck 
 function() { 
 -- 
 #* Make a prediction 
 #* @post /predict 
 #* @serializer unboxedJSON 
 function(req, res, user_id) { 
 -- 
     # Retrieving the prediction 
     api_parsed_content <- tryCatch( 
       content(api_response, encoding = ""UTF-8""), 
       error = function(x) NA) 
 -- 
      
     api_parsed_header <- tryCatch( 
       headers(api_response), 
       error = function(x) NA) 
 -- 
 #* Make a prediction with application_id 
 #* @post /predict_app 
 #* @serializer unboxedJSON 
 function(req, res, application_id) { 
 -- 
     # # Retrieving the prediction 
     api_parsed_content <- tryCatch( 
       content(api_response, encoding = ""UTF-8""), 
       error = function(x) NA) 
 -- 
     #  
     # api_parsed_header <- tryCatch( 
     #   headers(api_response), 
     #   error = function(x) NA)"
"24","52b85099-bcd6-45d5-a202-d73f800f874e","testpackage","TestPackage","Test API","acl","2019-05-20T14:38:48Z","2019-05-20T15:54:06Z","782","api","api",FALSE,"3.6.0",FALSE,"24c836d6-a199-4682-843b-bf70821528cb","https://r-studio-connect-staging.spotcap.com/content/52b85099-bcd6-45d5-a202-d73f800f874e/","https://r-studio-connect-staging.spotcap.com/connect/#/apps/52b85099-bcd6-45d5-a202-d73f800f874e","owner","171",NA,NA,NA,NA,NA,NA,NA,NA,NA,"staging","spotcapr, aider","No info","No info"," 
 #* Check API readiness 
 #* @get /healthcheck 
 function(res) { 
 -- 
 #* @param weighted Should the average be weighted? 
 #* @get /calculate 
 #* @serializer unboxedJSON 
 function(res, x, y, weighted = FALSE) {"
"25","33045025-7d34-414e-97c7-9cfe5699a728","05_cors_testing","05 CORS_Testing","Test API","acl","2019-05-20T08:34:41Z","2019-05-20T13:19:31Z","775","api","api",FALSE,"3.6.0",FALSE,"24c836d6-a199-4682-843b-bf70821528cb","https://r-studio-connect-staging.spotcap.com/content/33045025-7d34-414e-97c7-9cfe5699a728/","https://r-studio-connect-staging.spotcap.com/connect/#/apps/33045025-7d34-414e-97c7-9cfe5699a728","owner","169",NA,NA,NA,NA,NA,NA,NA,NA,NA,"staging","no package","No info","No info","# library(plumber) 
  
 # #* @filter cors 
 # cors <- function(req, res) { 
 -- 
  
  
 #' @filter cors 
 cors <- function(req, res) { 
 -- 
  
  
 # #* @filter cors 
 # cors <- function(res) { 
 -- 
  
 # #* Check API readiness 
 # #* @options /healthcheck 
 # function(res) { 
 -- 
  
 #* Check API readiness 
 #* @get /healthcheck 
 function(res, req) { 
 -- 
  
 #' CORS testing 
 #' @post /test 
 function(req, res, in_str) {"
